,user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
8677232,LNY0XV3VMLM1,63e226e2078c7,1541216959,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
8677233,LNY0XV3VMLM1,63e226e2078c7,1541216960,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
8677234,LNY0XV3VMLM1,63e226e2078c7,1541216968,3,change of sort order,price and recommended,JP,"Seoul, South Korea",desktop,,,
8677235,LNY0XV3VMLM1,63e226e2078c7,1541216968,4,filter selection,Best Value,JP,"Seoul, South Korea",desktop,Best Value,,
8689950,ET5M988983UZ,40049e25c1434,1541305895,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
8709833,XTY9A3J74PF8,89ccf37067754,1541379425,137,filter selection,unknown,MX,"Seoul, South Korea",mobile,Hotel Chain,,
8709834,XTY9A3J74PF8,89ccf37067754,1541379425,138,search for poi,Gyeongbok Palace Station Metro Gallery,MX,"Seoul, South Korea",mobile,Hotel Chain,,
8711374,0K7B29214HQD,06d532d3a5957,1541471884,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",tablet,Sort by Price,,
8711384,0K7B29214HQD,06d532d3a5957,1541471949,11,filter selection,Hotel,JP,"Seoul, South Korea",tablet,Sort by Price|Hotel,,
8711409,0K7B29214HQD,06d532d3a5957,1541472545,36,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",tablet,,,
8711410,0K7B29214HQD,06d532d3a5957,1541472549,37,change of sort order,interaction sort button,JP,"Seoul, South Korea",tablet,,,
8711411,0K7B29214HQD,06d532d3a5957,1541472551,38,change of sort order,price only,JP,"Seoul, South Korea",tablet,,,
8711412,0K7B29214HQD,06d532d3a5957,1541472551,39,filter selection,Sort by Price,JP,"Seoul, South Korea",tablet,Sort by Price,,
8711428,0K7B29214HQD,06d532d3a5957,1541472845,55,change of sort order,interaction sort button,JP,"Seoul, South Korea",tablet,,,
8711430,0K7B29214HQD,06d532d3a5957,1541472855,57,change of sort order,price and recommended,JP,"Seoul, South Korea",tablet,,,
8711431,0K7B29214HQD,06d532d3a5957,1541472855,58,filter selection,Best Value,JP,"Seoul, South Korea",tablet,Best Value,,
8711433,0K7B29214HQD,06d532d3a5957,1541473041,60,change of sort order,interaction sort button,JP,"Seoul, South Korea",tablet,,,
8711434,0K7B29214HQD,06d532d3a5957,1541473066,61,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",tablet,Best Value,,
8712883,439GWE9052SZ,33c826c55a3c2,1541492329,1,search for destination,"Seoul, South Korea",MY,"Seoul, South Korea",desktop,,,
8736074,EUQ897A1ZCBG,c0ea8c9d6f52c,1541051292,1,search for poi,Myeong-dong,MY,"Seoul, South Korea",desktop,,,
8736075,EUQ897A1ZCBG,c0ea8c9d6f52c,1541051317,2,change of sort order,interaction sort button,MY,"Seoul, South Korea",desktop,,,
8736076,EUQ897A1ZCBG,c0ea8c9d6f52c,1541051325,3,filter selection,Health Retreat,MY,"Seoul, South Korea",desktop,Health Retreat,,
8750462,9EYL95GB2LBW,06f3c02416a2e,1541130189,1,search for poi,Hongdae,TW,"Seoul, South Korea",desktop,,,
8750463,9EYL95GB2LBW,06f3c02416a2e,1541130204,2,filter selection,Excellent Rating,TW,"Seoul, South Korea",desktop,Excellent Rating,,
8750464,9EYL95GB2LBW,06f3c02416a2e,1541130205,3,filter selection,Very Good Rating,TW,"Seoul, South Korea",desktop,Very Good Rating,,
8750465,9EYL95GB2LBW,06f3c02416a2e,1541130209,4,filter selection,5 Star,TW,"Seoul, South Korea",desktop,Very Good Rating|5 Star,,
8750466,9EYL95GB2LBW,06f3c02416a2e,1541130210,5,filter selection,4 Star,TW,"Seoul, South Korea",desktop,Very Good Rating|5 Star|4 Star,,
8750467,9EYL95GB2LBW,06f3c02416a2e,1541130237,6,filter selection,Excellent Rating,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Focus on Distance|Excellent Rating,,
8750490,9EYL95GB2LBW,06f3c02416a2e,1541130359,29,search for poi,Myeongdong,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Focus on Distance|Excellent Rating,,
8750491,9EYL95GB2LBW,06f3c02416a2e,1541130368,30,search for poi,Dongdaemun Market,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Focus on Distance|Excellent Rating,,
8750492,9EYL95GB2LBW,06f3c02416a2e,1541130372,31,change of sort order,interaction sort button,TW,"Seoul, South Korea",desktop,,,
8750493,9EYL95GB2LBW,06f3c02416a2e,1541130373,32,change of sort order,rating and recommended,TW,"Seoul, South Korea",desktop,,,
8750494,9EYL95GB2LBW,06f3c02416a2e,1541130373,33,filter selection,Focus on Rating,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Excellent Rating|Focus on Rating,,
8750506,9EYL95GB2LBW,06f3c02416a2e,1541130440,45,filter selection,4 Star,TW,"Seoul, South Korea",desktop,5 Star|Excellent Rating|Focus on Rating,,
8750508,9EYL95GB2LBW,06f3c02416a2e,1541130442,47,filter selection,5 Star,TW,"Seoul, South Korea",desktop,Excellent Rating|Focus on Rating,,
8753660,KN2TDB23ON8Y,08c03a5af5889,1541152608,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
8763431,DDZRNYLCEBPA,c0e0e2c962976,1541236234,1,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
8763432,DDZRNYLCEBPA,c0e0e2c962976,1541236234,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
8763433,DDZRNYLCEBPA,c0e0e2c962976,1541236236,3,change of sort order,price only,JP,"Seoul, South Korea",desktop,,,
8763434,DDZRNYLCEBPA,c0e0e2c962976,1541236236,4,filter selection,Sort by Price,JP,"Seoul, South Korea",desktop,Sort by Price,,
8763435,DDZRNYLCEBPA,c0e0e2c962976,1541236264,5,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
8763436,DDZRNYLCEBPA,c0e0e2c962976,1541236264,6,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
8763437,DDZRNYLCEBPA,c0e0e2c962976,1541236267,7,change of sort order,our recommendations,JP,"Seoul, South Korea",desktop,,,
8763438,DDZRNYLCEBPA,c0e0e2c962976,1541236267,8,filter selection,Sort By Popularity,JP,"Seoul, South Korea",desktop,Sort By Popularity,,
8765294,KH9CHXQXTKK0,a7db49dd4237f,1541249947,1,search for destination,"Seoul, South Korea",FI,"Seoul, South Korea",tablet,,,
8765309,KH9CHXQXTKK0,a7db49dd4237f,1541252998,16,search for destination,"Seoul, South Korea",FI,"Seoul, South Korea",tablet,,,
8769181,YYS1ERYX04R4,75e2c6a81e95a,1541233481,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,Sort by Price,,
8769188,YYS1ERYX04R4,75e2c6a81e95a,1541234246,8,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
8795817,B8CY156ZIT4O,a7bcffc3b3ac3,1541419023,117,search for poi,Myeong-dong,KR,"Seoul, South Korea",desktop,,,
8795830,B8CY156ZIT4O,a7bcffc3b3ac3,1541419123,130,search for poi,Gangnam-gu,KR,"Seoul, South Korea",desktop,,,
8818963,PJAEZKR15D0F,4b3ab0aa6b37d,1541482179,1,search for poi,Gangnam-gu,KR,"Seoul, South Korea",desktop,,,
8824890,2LC7TTIOX405,ebf60f51ab8d4,1541110650,1,search for poi,Mokdong Stadium,KR,"Seoul, South Korea",mobile,,,
8830294,H4KY0QAHFES5,f491205b4b2bd,1541082568,1,search for poi,Itaewon,CA,"Seoul, South Korea",mobile,,,
8844417,L32TUPKI2LU7,8549a22561e19,1541153580,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
8844418,L32TUPKI2LU7,8549a22561e19,1541153602,2,filter selection,Hotel,JP,"Seoul, South Korea",mobile,Hotel|Motel,,
8844419,L32TUPKI2LU7,8549a22561e19,1541153602,3,filter selection,Motel,JP,"Seoul, South Korea",mobile,Hotel|Motel,,
8844420,L32TUPKI2LU7,8549a22561e19,1541153712,4,filter selection,Hotel,JP,"Seoul, South Korea",mobile,Motel|Focus on Distance,,
8844421,L32TUPKI2LU7,8549a22561e19,1541153713,5,filter selection,Motel,JP,"Seoul, South Korea",mobile,Focus on Distance,,
8851446,5RPD1KY3FDGG,ccea604e6e4d2,1541248159,3,filter selection,Satisfactory Rating,RU,"Seoul, South Korea",mobile,Satisfactory Rating,,
8881266,6E020K8RMJGN,8fc6229084004,1541387543,55,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",desktop,,,
8895959,2DBPVC8RZL04,29db9fb06a74b,1541546546,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,Hotel|Motel|Resort|Hostel|Sort by Price|Bathtub,,
8905109,LP49HR9ZTOKN,ec91beb2c1e26,1541470166,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
8910369,2Z0L91L653T3,a973240483f29,1541079695,10,change of sort order,interaction sort button,DE,"Seoul, South Korea",desktop,,,
8910370,2Z0L91L653T3,a973240483f29,1541079695,11,change of sort order,interaction sort button,DE,"Seoul, South Korea",desktop,,,
8921605,XCI3M0PVB0FU,092afe4532988,1541052484,2,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
8921606,XCI3M0PVB0FU,092afe4532988,1541052517,3,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
8921607,XCI3M0PVB0FU,092afe4532988,1541052531,4,search for poi,Myeong-dong,JP,"Seoul, South Korea",desktop,,,
8921608,XCI3M0PVB0FU,092afe4532988,1541052539,5,change of sort order,interaction sort button,JP,"Seoul, South Korea",desktop,,,
8930316,E3ZTA53JH0KX,35ab5209e6a37,1541165343,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
8959586,V97AWNL8MFGU,5ab33a2d31a18,1541322051,1,search for poi,Myeongdong,PH,"Seoul, South Korea",mobile,,,
8965785,73F0HRZS9L4G,137c1cc867785,1541412484,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
8965787,73F0HRZS9L4G,137c1cc867785,1541412561,3,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
8973799,TM93BKRGYML7,30fff569b87b1,1541410374,2,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
8973800,TM93BKRGYML7,30fff569b87b1,1541410406,3,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
8973801,TM93BKRGYML7,30fff569b87b1,1541410407,4,change of sort order,price only,JP,"Seoul, South Korea",mobile,,,
8973802,TM93BKRGYML7,30fff569b87b1,1541410407,5,filter selection,Sort by Price,JP,"Seoul, South Korea",mobile,Sort by Price,,
8974112,UQW36DRZ04NO,bdc96c11c9620,1541427303,95,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",desktop,,,
8974113,UQW36DRZ04NO,bdc96c11c9620,1541427311,96,filter selection,Hostal (ES),JP,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
8974114,UQW36DRZ04NO,bdc96c11c9620,1541427311,97,filter selection,Hotel,JP,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
8974115,UQW36DRZ04NO,bdc96c11c9620,1541427311,98,filter selection,Motel,JP,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
8974116,UQW36DRZ04NO,bdc96c11c9620,1541427311,99,filter selection,Resort,JP,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
8974117,UQW36DRZ04NO,bdc96c11c9620,1541427311,100,filter selection,5 Star,JP,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
8974149,UQW36DRZ04NO,bdc96c11c9620,1541427364,132,filter selection,Excellent Rating,JP,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating,,
8974190,UQW36DRZ04NO,bdc96c11c9620,1541427414,173,filter selection,Excellent Rating,JP,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|Excellent Rating,,
8989465,0ZVPQVXDYO0B,987ae2a78a82b,1541072197,1,search for destination,"Seoul, South Korea",DK,"Seoul, South Korea",mobile,,,
8989466,0ZVPQVXDYO0B,987ae2a78a82b,1541072249,2,change of sort order,interaction sort button,DK,"Seoul, South Korea",mobile,,,
8989467,0ZVPQVXDYO0B,987ae2a78a82b,1541072251,3,change of sort order,price only,DK,"Seoul, South Korea",mobile,,,
8989468,0ZVPQVXDYO0B,987ae2a78a82b,1541072251,4,filter selection,Sort by Price,DK,"Seoul, South Korea",mobile,Sort by Price,,
9012315,IIS74UTYN29V,1b8b0baa5e0c5,1541171611,1,search for poi,Hongdae,HK,"Seoul, South Korea",mobile,,,
9012316,IIS74UTYN29V,1b8b0baa5e0c5,1541171641,2,change of sort order,rating and recommended,HK,"Seoul, South Korea",mobile,,,
9012317,IIS74UTYN29V,1b8b0baa5e0c5,1541171641,3,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
9012318,IIS74UTYN29V,1b8b0baa5e0c5,1541171641,4,filter selection,Focus on Rating,HK,"Seoul, South Korea",mobile,Focus on Rating,,
9012321,IIS74UTYN29V,ed09183e07fab,1541139834,1,search for destination,"Seoul, South Korea",HK,"Seoul, South Korea",mobile,Focus on Rating,,
9012322,IIS74UTYN29V,ed09183e07fab,1541139870,2,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
9012325,IIS74UTYN29V,ed09183e07fab,1541140010,5,search for poi,Hongdae,HK,"Seoul, South Korea",mobile,Focus on Rating,,
9017066,W9S8G17GZHJ0,3aa9bed7796d6,1541190815,1,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
9017067,W9S8G17GZHJ0,3aa9bed7796d6,1541190857,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
9017068,W9S8G17GZHJ0,3aa9bed7796d6,1541190861,3,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
9017069,W9S8G17GZHJ0,3aa9bed7796d6,1541190861,4,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Best Value,,
9019461,4R4C1ZX1P0YM,c64d45b77ce4e,1541230060,39,search for destination,"Seoul, South Korea",US,"Seoul, South Korea",desktop,,,
9019462,4R4C1ZX1P0YM,c64d45b77ce4e,1541230073,40,filter selection,5 Star,US,"Seoul, South Korea",desktop,5 Star,,
9019463,4R4C1ZX1P0YM,c64d45b77ce4e,1541230131,41,filter selection,Focus on Distance,US,"Seoul, South Korea",desktop,5 Star|Focus on Distance,,
9019464,4R4C1ZX1P0YM,c64d45b77ce4e,1541230131,42,search for poi,COEX,US,"Seoul, South Korea",desktop,5 Star|Focus on Distance,,
9034859,E4MVFXC7IQ1U,de95c9c7c17af,1541342440,1,search for destination,"Seoul, South Korea",TH,"Seoul, South Korea",desktop,,,
9034860,E4MVFXC7IQ1U,de95c9c7c17af,1541342506,2,filter selection,Focus on Distance,TH,"Seoul, South Korea",desktop,Focus on Distance,,
9034861,E4MVFXC7IQ1U,de95c9c7c17af,1541342506,3,search for poi,Changdeokgung,TH,"Seoul, South Korea",desktop,Focus on Distance,,
9086917,GWJJ77GVJX5H,693d894cd0c88,1541076944,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
9118991,0IE5NLT24WXD,f10bb2bdbfb7e,1541333653,1,search for poi,Gangnam-gu,KR,"Seoul, South Korea",mobile,,,
9123528,DIYSI6QCCLJZ,0455b1778372b,1541304176,2,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
9123529,DIYSI6QCCLJZ,0455b1778372b,1541304177,3,change of sort order,price and recommended,JP,"Seoul, South Korea",mobile,,,
9123530,DIYSI6QCCLJZ,0455b1778372b,1541304177,4,filter selection,Best Value,JP,"Seoul, South Korea",mobile,Best Value,,
9143183,NGV5Q0QIIAJT,0e7493881967a,1541421280,1,change of sort order,interaction sort button,DE,"Seoul, South Korea",tablet,,,
9143184,NGV5Q0QIIAJT,0e7493881967a,1541421281,2,change of sort order,price only,DE,"Seoul, South Korea",tablet,,,
9143185,NGV5Q0QIIAJT,0e7493881967a,1541421281,3,filter selection,Sort by Price,DE,"Seoul, South Korea",tablet,Sort by Price,,
9143186,NGV5Q0QIIAJT,0e7493881967a,1541421300,4,filter selection,4 Star,DE,"Seoul, South Korea",tablet,Sort by Price|4 Star,,
9143187,NGV5Q0QIIAJT,0e7493881967a,1541421301,5,filter selection,5 Star,DE,"Seoul, South Korea",tablet,Sort by Price|4 Star|5 Star,,
9152285,9OD773X0E6HC,a3fc90f5b50c7,1541504223,1,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",desktop,,,
9152286,9OD773X0E6HC,a3fc90f5b50c7,1541504227,2,filter selection,Hostal (ES),TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
9152287,9OD773X0E6HC,a3fc90f5b50c7,1541504227,3,filter selection,Hotel,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
9152288,9OD773X0E6HC,a3fc90f5b50c7,1541504227,4,filter selection,Motel,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
9152289,9OD773X0E6HC,a3fc90f5b50c7,1541504227,5,filter selection,Resort,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
9152290,9OD773X0E6HC,a3fc90f5b50c7,1541504227,6,filter selection,4 Star,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
9152291,9OD773X0E6HC,a3fc90f5b50c7,1541504227,7,filter selection,5 Star,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES),,
9152292,9OD773X0E6HC,a3fc90f5b50c7,1541504270,8,filter selection,Focus on Distance,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Focus on Distance,,
9152293,9OD773X0E6HC,a3fc90f5b50c7,1541504270,9,search for poi,Seoul Station,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Focus on Distance,,
9152294,9OD773X0E6HC,a3fc90f5b50c7,1541504299,10,change of sort order,interaction sort button,TW,"Seoul, South Korea",desktop,,,
9152295,9OD773X0E6HC,a3fc90f5b50c7,1541504299,11,change of sort order,interaction sort button,TW,"Seoul, South Korea",desktop,,,
9152296,9OD773X0E6HC,a3fc90f5b50c7,1541504303,12,change of sort order,price only,TW,"Seoul, South Korea",desktop,,,
9152297,9OD773X0E6HC,a3fc90f5b50c7,1541504303,13,filter selection,Sort by Price,TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Sort by Price,,
9152298,9OD773X0E6HC,a3fc90f5b50c7,1541504313,14,search for destination,"Seoul, South Korea",TW,"Seoul, South Korea",desktop,5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|Sort by Price,,
9191905,BT78SGSUVN3J,dd052669d9018,1541243651,1,search for poi,Myeongdong,HK,"Seoul, South Korea",mobile,,,
9191907,BT78SGSUVN3J,dd052669d9018,1541243967,3,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
9191908,BT78SGSUVN3J,dd052669d9018,1541243977,4,change of sort order,price only,HK,"Seoul, South Korea",mobile,,,
9191909,BT78SGSUVN3J,dd052669d9018,1541243977,5,filter selection,Sort by Price,HK,"Seoul, South Korea",mobile,Sort by Price,,
9191910,BT78SGSUVN3J,dd052669d9018,1541244041,6,change of sort order,interaction sort button,HK,"Seoul, South Korea",mobile,,,
9191911,BT78SGSUVN3J,dd052669d9018,1541244043,7,change of sort order,rating only,HK,"Seoul, South Korea",mobile,,,
9191912,BT78SGSUVN3J,dd052669d9018,1541244043,8,filter selection,Sort By Rating,HK,"Seoul, South Korea",mobile,Sort By Rating,,
9200723,3YWY3QMSH360,b958067b55b52,1541341645,18,search for destination,"Seoul, South Korea",JP,"Seoul, South Korea",mobile,,,
9200724,3YWY3QMSH360,b958067b55b52,1541341662,19,search for poi,Hongdae,JP,"Seoul, South Korea",mobile,,,
9200725,3YWY3QMSH360,b958067b55b52,1541341691,20,change of sort order,interaction sort button,JP,"Seoul, South Korea",mobile,,,
9201770,73ABYBMO9M09,1c513579815bf,1541326767,1,search for poi,Myeong-dong,SG,"Seoul, South Korea",desktop,,,
9213435,024L2YJV0SRX,aa6ea4a376afe,1541419468,1,search for destination,"Seoul, South Korea",RU,"Seoul, South Korea",desktop,,,
9213436,024L2YJV0SRX,aa6ea4a376afe,1541419555,2,filter selection,Hostal (ES),RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213437,024L2YJV0SRX,aa6ea4a376afe,1541419555,3,filter selection,Hotel,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213438,024L2YJV0SRX,aa6ea4a376afe,1541419555,4,filter selection,Motel,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213439,024L2YJV0SRX,aa6ea4a376afe,1541419555,5,filter selection,Resort,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213440,024L2YJV0SRX,aa6ea4a376afe,1541419555,6,filter selection,5 Star,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213446,024L2YJV0SRX,aa6ea4a376afe,1541419996,12,filter selection,Hostal (ES),RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|4 Star,,
9213447,024L2YJV0SRX,aa6ea4a376afe,1541419996,13,filter selection,Hotel,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|4 Star,,
9213448,024L2YJV0SRX,aa6ea4a376afe,1541419996,14,filter selection,Motel,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|4 Star,,
9213449,024L2YJV0SRX,aa6ea4a376afe,1541419996,15,filter selection,Resort,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|4 Star,,
9213450,024L2YJV0SRX,aa6ea4a376afe,1541419996,16,filter selection,4 Star,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|4 Star,,
9213451,024L2YJV0SRX,aa6ea4a376afe,1541419996,17,filter selection,5 Star,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|4 Star,,
9213452,024L2YJV0SRX,aa6ea4a376afe,1541419997,18,filter selection,Hostal (ES),RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213453,024L2YJV0SRX,aa6ea4a376afe,1541419997,19,filter selection,Hotel,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213454,024L2YJV0SRX,aa6ea4a376afe,1541419997,20,filter selection,Motel,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
9213455,024L2YJV0SRX,aa6ea4a376afe,1541419997,21,filter selection,Resort,RU,"Seoul, South Korea",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES),,
